C531140,-12.1137313,-77.0285932
C531175,-12.124689,-77.0279176
C531162,-12.1194023,-77.0260813
C531163,-12.1139458,-77.029694
C531165,-12.1139458,-77.029694
C531176,-12.1112577,-76.9961217
C531177,-12.1139458,-77.029694
C531180,-12.1139458,-77.029694
C531179,-12.1224063,-77.0324255
C531168,-12.1206162,-77.0319504
C531192,-12.1113223,-76.9971118
C531169,-12.1112577,-76.9961217
C531170,-12.1112577,-76.9961217
C531181,-12.1112577,-76.9961217
C531182,-12.124993,-77.0266729
C531196,-12.1150091,-77.0297228
C531185,-12.1205863,-77.02572
C531197,-12.142908,-77.0216147
C531186,-12.1140346,-77.0372838
C531188,-12.1112577,-76.9961217
C531200,-12.1146136,-77.0285334
C531153,-12.1146136,-77.0285334
C531145,-11.954127,-77.0444736
C531156,-12.1317933,-77.0154435
C531157,-12.1317933,-77.0154435
C531158,-12.1127349,-77.0298894
C531147,-12.1113223,-76.9971118
C531190,-12.1194023,-77.0260813
C531212,-12.121591,-77.0298876
C531213,-12.1138207,-77.0303316
C531214,-12.1042276,-77.031361
C531201,-12.1146136,-77.0285334
C531215,-12.1170754,-77.0291697
C531202,-12.1106572,-77.0304652
C531203,-12.1112577,-76.9961217
C531159,-12.1136766,-77.0277524
C531160,-12.1271867,-77.0296115
C531222,-12.1226668,-77.0326088
C531233,-12.1194023,-77.0260813
C531223,-12.1298047,-77.0235952
C531216,-12.1193732,-77.0289005
C531205,-12.1102507,-77.0368785
C531217,-12.1194023,-77.0260813
C531218,-12.124762,-77.0245578
C531206,-12.1150091,-77.0297228
C531219,-12.1150091,-77.0297228
C531207,-12.1166059,-77.0274292
C531209,-12.1146136,-77.0285334
C531210,-12.1198012,-77.0289043
C531224,-12.1139458,-77.029694
C531236,-12.1193732,-77.0289005
C531237,-12.1193732,-77.0289005
C531225,-12.1193732,-77.0289005
C531226,-12.1193732,-77.0289005
C531238,-12.1193732,-77.0289005
C531227,-12.1590241,-76.9524457
C531239,-12.1590241,-76.9524457
C531240,-12.1157932,-77.0295873
C531228,-12.1671185,-76.977854
C531252,-12.1671185,-76.977854
C531241,-12.1150091,-77.0297228
C531242,-12.1271867,-77.0296115
C531254,-12.1139458,-77.029694
C531243,-12.1194023,-77.0260813
C531244,-12.1112577,-76.9961217
C531255,-12.1113223,-76.9971118
C531256,-12.1113223,-76.9971118
C531245,-12.1190417,-77.028369
C531271,-12.1127349,-77.0298894
C531229,-12.1139458,-77.029694
C531272,-12.1139458,-77.029694
C531230,-12.1139458,-77.029694
C531262,-12.1139458,-77.029694
C531274,-12.112674,-77.0288513
C531263,-12.1181229,-77.0292678
C531275,-12.1317933,-77.0154435
C531265,-12.1193348,-77.0292708
C531266,-12.1077382,-77.029734
C531246,-12.115921,-77.0443592
C531257,-12.1102875,-77.0473838
C531247,-12.1159189,-77.0309703
C531258,-12.1150091,-77.0297228
C531248,-12.1137313,-77.0285932
C531259,-12.1112577,-76.9961217
C531249,-12.1169023,-77.0346588
C531260,-12.1146136,-77.0285334
C531250,-12.1172945,-77.0264376
C531291,-12.1239176,-77.0247471
C531292,-12.1150091,-77.0297228
C531293,-12.1127349,-77.0298894
C531281,-12.1127349,-77.0298894
C531282,-12.1127349,-77.0298894
C531277,-12.1127349,-77.0298894
C531267,-12.1317933,-77.0154435
C531268,-12.1317933,-77.0154435
C531269,-12.1194023,-77.0260813
C531301,-12.1243927,-77.0296989
C531294,-12.1239176,-77.0247471
C531284,-12.1114744,-77.0303195
C531295,-12.1179503,-77.033639
C531302,-12.1194023,-77.0260813
C531296,-12.11263,-77.0293152
C531297,-12.1250536,-77.0256068
C531298,-12.1250536,-77.0256068
C531285,-12.1239176,-77.0247471
C531286,-12.1250536,-77.0256068
C531287,-12.1250536,-77.0256068
C531288,-12.1239176,-77.0247471
C531289,-12.1250536,-77.0256068
C531299,-12.1139458,-77.029694
C531300,-12.1112577,-76.9961217
C531321,-12.1221575,-77.030214
C531331,-12.1150091,-77.0297228
C531312,-12.1091608,-77.0304986
C531305,-12.0851439,-77.0778896
C531315,-12.1204976,-77.0289272
C531306,-12.1204976,-77.0289272
C531316,-12.1204976,-77.0289272
C531308,-12.1204976,-77.0289272
C531309,-12.1204976,-77.0289272
C531317,-12.1204976,-77.0289272
C531310,-12.1204976,-77.0289272
C531318,-12.1204976,-77.0289272
C531319,-12.1204976,-77.0289272
C531320,-12.1204976,-77.0289272
C531332,-12.1204976,-77.0289272
C531322,-12.1250536,-77.0256068
C531333,-12.1250536,-77.0256068
C531323,-12.1250536,-77.0256068
C531334,-12.112674,-77.0288513
C531335,-12.1150091,-77.0297228
C531324,-12.1113223,-76.9971118
C531325,-12.1205863,-77.02572
C531336,-12.1250536,-77.0256068
C531337,-12.1250536,-77.0256068
C531338,-12.1171177,-77.0401902
C531341,-12.1127349,-77.0298894
C531351,-12.1304215,-77.0299005
C531352,-12.1204976,-77.0289272
C531343,-12.1204976,-77.0289272
C531353,-12.1204976,-77.0289272
C531344,-12.1204976,-77.0289272
C531354,-12.1204976,-77.0289272
C531379,-12.1204976,-77.0289272
C531362,-12.1113223,-76.9971118
C531374,-12.1113223,-76.9971118
C531364,-12.1114744,-77.0303195
C531340,-12.1219221,-77.0319772
C531339,-12.0851873,-77.0779119
C531376,-12.0967835,-77.0710213
C531366,-12.0742675,-77.0477494
C531371,-12.1213838,-77.0319527
C531330,-12.1114744,-77.0303195
C531378,-12.1150091,-77.0297228
C531372,-12.1181229,-77.0292678
C531367,-12.1112577,-76.9961217
C531361,-12.1241042,-77.0317936
C531350,-12.1139458,-77.029694
C531345,-12.119011,-77.0315467
C531356,-12.1140613,-77.0378405
C531392,-12.1140613,-77.0378405
C531346,-12.1244163,-77.030326
C531382,-12.1140613,-77.0378405
C531393,-12.1244163,-77.030326
C531347,-12.1244163,-77.030326
C531383,-12.1193732,-77.0289005
C531394,-12.1159414,-77.029693
C531358,-12.1137824,-77.0319771
C531395,-12.1146136,-77.0285334
C531349,-12.1114744,-77.0303195
C531384,-12.1134593,-77.0287708
C531359,-12.1127349,-77.0298894
C531385,-12.1139458,-77.029694
C531373,-12.1134593,-77.0287708
C531362,-12.1113223,-76.9971118
C531374,-12.1113223,-76.9971118
C531364,-12.1114744,-77.0303195
C531376,-12.1219221,-77.0319772
C531366,-12.0742675,-77.0477494
C531378,-12.1213838,-77.0319527
C531367,-12.1181229,-77.0292678
C531350,-12.1241042,-77.0317936
C531392,-12.119011,-77.0315467
C531382,-12.1244163,-77.030326
C531393,-12.1244163,-77.030326
C531383,-12.1244163,-77.030326
C531395,-12.1137824,-77.0319771
C531385,-12.1127349,-77.0298894
C531369,-12.1179503,-77.033639
C531370,-12.1295281,-77.0319401
C531411,-12.1102875,-77.0473838
C531412,-12.1194691,-77.0204908
C531413,-12.1140346,-77.0372838
C531386,-12.1138207,-77.0303316
C531397,-12.124762,-77.0245578
C531398,-12.124762,-77.0245578
C531389,-12.1150091,-77.0297228
C531415,-12.1131614,-77.0477577
C531416,-12.1244163,-77.030326
C531408,-12.1244163,-77.030326
C531425,-12.1244163,-77.030326
C531435,-12.1127349,-77.0298894
C531420,-12.124762,-77.0245578
C531441,-12.1127349,-77.0298894
C531452,-12.1112577,-76.9961217
C531442,-12.1127349,-77.0298894
C531428,-12.1127349,-77.0298894
C531439,-12.1127349,-77.0298894
C531471,-12.0851439,-77.0778896
C531456,-12.1139458,-77.029694
C531448,-12.1106572,-77.0304652
C531466,-12.112674,-77.0288513
C531458,-12.0851439,-77.0778896
C531459,-12.1198012,-77.0289043
C531482,-12.1198012,-77.0289043
C531480,-12.1127349,-77.0298894
C531502,-12.1127349,-77.0298894
C531493,-12.120539,-77.0335917
C531485,-12.1221108,-77.0317835
C531515,-12.1127349,-77.0298894
C531517,-12.1127349,-77.0298894
C531509,-12.1127349,-77.0298894
C531494,-12.1139075,-77.0272771
C531510,-12.1127349,-77.0298894
C531541,-12.1127349,-77.0298894
C531490,-12.112674,-77.0288513
C531499,-12.1150091,-77.0297228
C531551,-12.1212591,-77.0338692
C531526,-12.1127349,-77.0298894
C531545,-12.1206162,-77.0319504
C531548,-12.1250536,-77.0256068
C531557,-12.1179138,-77.0373407
C531559,-12.1250536,-77.0256068
C531561,-12.1241042,-77.0317936
C531562,-12.1179138,-77.0373407
C531577,-12.1198012,-77.0289043
C531540,-12.1179138,-77.0373407
C531582,-12.1179138,-77.0373407
C564501,-12.1179138,-77.0373407
C564511,-12.1250536,-77.0256068
C564510,-12.1127349,-77.0298894
C564525,-12.1159523,-77.0312834
C564518,-12.1244163,-77.030326
C564526,-12.1127349,-77.0298894
C564529,-12.1127349,-77.0298894
C564548,-12.124762,-77.0245578
C564575,-12.1221575,-77.030214
C564613,-12.1198012,-77.0289043
C564582,-12.1206162,-77.0319504
C564616,-12.1590241,-76.9524457
C564558,-12.1198012,-77.0289043
C564589,-12.1317933,-77.0154435
C564625,-12.1250536,-77.0256068
C564632,-12.1214163,-77.0326007
C564606,-12.1204976,-77.0289272
C564599,-12.1194023,-77.0260813
C564609,-12.126684,-77.0181145
C564692,-12.1113223,-76.9971118
C564642,-12.1251736,-77.0248505
C564697,-12.1257513,-77.0209024
C564664,-12.1127349,-77.0298894
C564668,-12.11985,-77.028612
C564654,-12.1193732,-77.0289005
C564648,-12.1137313,-77.0285932
C564710,-12.1250536,-77.0256068
C564745,-12.1247701,-77.0273097
C564657,-12.1221575,-77.030214
C564782,-12.1257513,-77.0209024
C564754,-12.1257513,-77.0209024
C564765,-12.1258739,-77.0201446
C564756,-12.1190417,-77.028369
C564739,-12.1221108,-77.0317835
C564803,-12.1198012,-77.0289043
C564795,-12.1244163,-77.030326
C564822,-12.1204976,-77.0289272
C564798,-12.1159081,-77.0346295
C564843,-12.1181229,-77.0292678
C564874,-12.1250536,-77.0256068
C564867,-12.1139458,-77.029694
C564924,-12.1213838,-77.0319527
C564907,-12.1198012,-77.0289043
C564889,-12.1234062,-77.0370252
C564929,-12.1114744,-77.0303195
C564937,-12.1206162,-77.0319504
C564962,-12.1250536,-77.0256068
C564958,-12.1193732,-77.0289005
C564981,-12.1198012,-77.0289043
C564983,-12.1234062,-77.0370252
C597635,-12.1243927,-77.0296989
C597608,-12.1198012,-77.0289043
C597619,-12.1250536,-77.0256068
C597693,-12.1221575,-77.030214
C597686,-12.1198012,-77.0289043
C597733,-12.1250536,-77.0256068
C597744,-12.1250536,-77.0256068
C597749,-12.1250536,-77.0256068
C597773,-12.1250536,-77.0256068
C597816,-12.1257513,-77.0209024
C597799,-12.1257513,-77.0209024
C597835,-12.1250536,-77.0256068
C597873,-12.1221575,-77.030214
C597859,-12.1250536,-77.0256068
C597890,-12.1181229,-77.0292678
C627349,-12.1262732,-77.0186102
C627318,-12.1139458,-77.029694
C627368,-12.1250536,-77.0256068
C627411,-12.1146136,-77.0285334
C627415,-12.1221575,-77.030214
C627462,-12.1198012,-77.0289043
C627491,-12.1193348,-77.0292708
C627410,-12.1229168,-77.0293612
C627525,-12.1221575,-77.030214
C627565,-12.1668163,-76.9768076
C627570,-12.142908,-77.0216147
C627645,-12.1194023,-77.0260813
C627664,-12.1250536,-77.0256068
C627620,-12.1298708,-77.0093507
C627751,-12.1192154,-77.0296563
C627798,-12.1198012,-77.0289043
C627766,-12.1198012,-77.0289043
C675084,-12.1146136,-77.0285334
C675124,-12.1146136,-77.0285334
C675172,-12.1250536,-77.0256068
C675196,-12.1250536,-77.0256068
C675157,-12.1271623,-77.0288986
C675240,-12.1156003,-77.0284023
C675306,-12.1191258,-77.0379734
C675313,-12.1250536,-77.0256068
C675411,-12.1250536,-77.0256068
C675430,-12.1241042,-77.0317936
C675397,-12.1169699,-77.044906
C675448,-12.1227508,-77.0301671
C675516,-12.1264186,-77.0269559
C722622,-12.1192154,-77.0296563
C722576,-12.1198012,-77.0289043
C722693,-12.1250536,-77.0256068
C728753,-12.1239176,-77.0247471
C728861,-12.1198012,-77.0289043
C728844,-12.1198012,-77.0289043
C728886,-12.1204976,-77.0289272
C728926,-12.1031674,-77.0304735
C729013,-12.1198012,-77.0289043
C729079,-12.1138295,-77.0305686
C729161,-12.1250536,-77.0256068
C729231,-12.1160527,-77.0458254
C750033,-12.1192154,-77.0296563
